upload date,Ingredient Name,FoodCategory,vendor name,contact name,phone number,yes training and certifications,yes training and certifications comments,no training and certifications,no training and certifications comments,verified by,verified date
4/23/2014,GREEN-FOOD COLOR-H&H,,BUG JUICE,BUG JUICE,0,0,,1,,RGK,4/28/2014
4/23/2014,GRENADINE 30-96-0097,,BUG JUICE,BUG JUICE,0,0,,1,,RGK,4/28/2014
4/23/2014,GROUND CLOVES,,CARIBBEAN COCKTAIL COMPANY{0},CARIBBEAN COCKTAIL COMPANY{0},,0,,1,,RGK,4/28/2014
4/23/2014,GUAR GUM,,CHAS BOGGINI COMPANY,Marie Oliphant,860-742-2652,0,,1,,RGK,4/28/2014
4/23/2014,GUAVA FLAV WEBER 30-86-0065,,CHEMPOINT.COM,Michelle Wroble,800-485-9569,0,,1,,RGK,4/28/2014
4/23/2014,GUAVA PUREE-PINK 11 BRIX,,"CHIQUITA BRANDS, INC",SEE NOTE,800-438-0015,0,,1,,RGK,4/28/2014
4/23/2014,GUM ARABIC-TIC,,"CKS PACKAGING, INC.",Thomas R. Heller,407-423-0333,0,,1,,RGK,4/28/2014
4/23/2014,GUM BLEND,,"CKS PACKAGING, INC.",Thomas R. Heller,407-423-0333,0,,1,,RGK,4/28/2014
4/23/2014,H&H CHERRY CONC,,CLONDALKIN GROUP,GREG WRIGHT,407-697-3587,0,,1,,RGK,4/28/2014
4/23/2014,H&H GRAPE CONC,,CLONDALKIN GROUP,GREG WRIGHT,407-697-3587,0,,1,,RGK,4/28/2014
4/23/2014,H&H LEMON CONC #2,,CLONDALKIN GROUP,GREG WRIGHT,407-697-3587,0,,1,,RGK,4/28/2014
4/23/2014,H&H LEMON LIME CONC,,CLONDALKIN GROUP,GREG WRIGHT,407-697-3587,0,,1,,RGK,4/28/2014
4/23/2014,H&H LIME CONC #2 EMUL (WHITE),,CLONDALKIN GROUP,GREG WRIGHT,407-697-3587,0,,1,,RGK,4/28/2014
4/23/2014,H&H LIME CONC (WHITE),,CLONDALKIN GROUP,GREG WRIGHT,407-697-3587,0,,1,,RGK,4/28/2014
4/23/2014,H&H PINEAPPLE CONC,,CLONDALKIN GROUP,GREG WRIGHT,407-697-3587,0,,1,,RGK,4/28/2014
4/23/2014,H&H PINEAPPLE CONC WHITE,,CLONDALKIN GROUP,GREG WRIGHT,407-697-3587,0,,1,,RGK,4/28/2014
4/23/2014,H&H PUNCH CONC,,CLONDALKIN GROUP,GREG WRIGHT,407-697-3587,0,,1,,RGK,4/28/2014
4/23/2014,H&H STRAWBERRY CONC,,CLONDALKIN GROUP,GREG WRIGHT,407-697-3587,0,,1,,RGK,4/28/2014
4/23/2014,H&H VANILLA CONC,,CLONDALKIN GROUP,GREG WRIGHT,407-697-3587,0,,1,,RGK,4/28/2014
4/23/2014,H&H VANILLA CONC (CLEAR),,CLONDALKIN GROUP,GREG WRIGHT,407-697-3587,0,,1,,RGK,4/28/2014
4/23/2014,HFCS 42,,CLONDALKIN GROUP,GREG WRIGHT,407-697-3587,0,,1,,RGK,4/28/2014
4/23/2014,HRTLY BLANK 3X4 LABEL 202,,CLONDALKIN GROUP,GREG WRIGHT,407-697-3587,0,,1,,RGK,4/28/2014
4/23/2014,IMITATION VANILLA 4/1 GALLON,,CLONDALKIN GROUP,GREG WRIGHT,407-697-3587,0,,1,,RGK,4/28/2014
4/23/2014,INSTANT WHITE TEA H0005,,CLONDALKIN GROUP,GREG WRIGHT,407-697-3587,0,,1,,RGK,4/28/2014
4/23/2014,INVERT,,CLONDALKIN GROUP,GREG WRIGHT,407-697-3587,0,,1,,RGK,4/28/2014
4/23/2014,JCBRST JUMP JCE DISP LABEL,,CLONDALKIN GROUP,GREG WRIGHT,407-697-3587,0,,1,,RGK,4/28/2014
4/23/2014,JERZEE VEND C2 171308,,CLONDALKIN GROUP,GREG WRIGHT,407-697-3587,0,,1,,RGK,4/28/2014
4/23/2014,JUICEBURST- RASP DAIQUIRI,,CLONDALKIN GROUP,GREG WRIGHT,407-697-3587,0,,1,,RGK,4/28/2014
4/23/2014,JUICEBURST- RASPBERRY BACK,,CLONDALKIN GROUP,GREG WRIGHT,407-697-3587,0,,1,,RGK,4/28/2014
4/23/2014,KIWI FLAV #3542L19857,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,KIWI LIME FLAV 2609004 BEV,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,KIWI LIME FLAV 2609004 BEV,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,KIWI V.DARE#272 NO COLR,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,KOMMODORE FLAVOR,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL ANTHEM BLNK 1.75X4,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL BFS P&W SYRUP 3X4,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL BLANK BEIGE 3 X 4,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL BLANK LABELYTE 2.5 X,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL BLANK WHITE 1.5X5,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL BLANK WHITE 2 X 3,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL BLANK WHITE 3 X 4,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL BLANK WHITE BOX 3X7,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL BLANK WHITE HORZ 4 X,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL BLANK YELLOW 3 X 4,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL BLANK YELLOW 3X6,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL BLANK YELLOW 4x3,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL BLUE FOOD COLOR 3 X 4,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL- BLUE RASP MR. MARG,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL CARIBBEAN COCKTAIL 2.,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL FLAVORFUL BLANK 3X4,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL FLVRFL IL MANGO BACK,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL FLVRFL MANGO FRONT 3X,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL FLVRFL P COLADA BACK,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL FLVRFL P COLADA FRNT,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL FLVRFL STRAWBRY BACK,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL FLVRFL STRAWBRY FRNT,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL FLVRL BANANA BACK 2X4,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL FLVRL BANANA FRONT 3X,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL FLVRL MARGARTA BACK 2,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL FLVRL MARGARTA FRONT,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL FRZOSRS BLANK WHITE 3,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL FRZOSRS FCB YELLOW 3,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL FVRFL TRP MANGO BACK,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL GREEN FOOD COLOR 3 X 4,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL H&H P&W (GREEN) 4.5X4,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HARTLEY JUICE BLANK 3,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HARTLEY JUICE DP 1.5X,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HARTLEY MTU BANANA 3749,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HARTLEY MTU BLACK CHERRY 3749,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HARTLEY MTU BLANK 4.5,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HARTLEY MTU BLUE HAWAIIAN,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HARTLEY MTU BLUE RASP #3749,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HARTLEY MTU BUBBLE GUM 3749,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HARTLEY MTU CHERRY #3749,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HARTLEY MTU COCONUT 3749,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HARTLEY MTU COFFEE BEAN 3749,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HARTLEY MTU FRT PUNCH 3749,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HARTLEY MTU GRAPE 3749,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HARTLEY MTU LEMONADE 3749,,CUSTOMER SUPPLIED,CUSTOMER SUPPLIED,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HARTLEY MTU LIME 3749,,DIEHL- SENSORY EFFECTS POWDER,DIEHL- SENSORY EFFECTS POWDER,,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HARTLEY MTU MANTECADO 3749,,"DISPENSER PACKAGING, INC.","DISPENSER PACKAGING, INC.",,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HARTLEY MTU ORANGE 3749,,"DISPENSER PACKAGING, INC.","DISPENSER PACKAGING, INC.",,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HARTLEY MTU ORANGE PINE 3749,,"DISPENSER PACKAGING, INC.","DISPENSER PACKAGING, INC.",,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HARTLEY MTU PASSION MANGO 3749,,DR. PEPPER/SEVEN UP COMPANY,DR. PEPPER/SEVEN UP COMPANY,,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HARTLEY MTU PEACH 3749,,DR. PEPPER/SEVEN UP COMPANY,DR. PEPPER/SEVEN UP COMPANY,,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HARTLEY MTU PINEAPPLE 3749,,DR. PEPPER/SEVEN UP COMPANY,DR. PEPPER/SEVEN UP COMPANY,,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HARTLEY MTU RED RASP 3749,,DR. PEPPER/SEVEN UP COMPANY,DR. PEPPER/SEVEN UP COMPANY,,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HARTLEY MTU ROOTBEER 3749,,EDGAR A. WEBER & COMPANY,EDGAR A. WEBER & COMPANY,,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HARTLEY MTU SOUR APPLE 3749,,EDGAR A. WEBER & COMPANY,EDGAR A. WEBER & COMPANY,,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HARTLEY MTU STRAW/KIWI 3749,,EDGAR A. WEBER & COMPANY,EDGAR A. WEBER & COMPANY,,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HARTLEY MTU STRAWBERRY #3749,,EDGAR A. WEBER & COMPANY,EDGAR A. WEBER & COMPANY,,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HARTLEY MTU TAMARINDO 3749,,EDGAR A. WEBER & COMPANY,EDGAR A. WEBER & COMPANY,,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HARTLEY MTU TIGERS BLOOD 3749,,EDGAR A. WEBER & COMPANY,EDGAR A. WEBER & COMPANY,,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HARTLEY MTU VANILLA 3749,,EDGAR A. WEBER & COMPANY,EDGAR A. WEBER & COMPANY,,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HARTLEY MTU WATERMELON 3749,,EDGAR A. WEBER & COMPANY,EDGAR A. WEBER & COMPANY,,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HARTLEY PREM BLANK 3X,,EDGAR A. WEBER & COMPANY,EDGAR A. WEBER & COMPANY,,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HARTLEY PREM BLANK 4.,,EDGAR A. WEBER & COMPANY,EDGAR A. WEBER & COMPANY,,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HARTLEY SHAKE BLNK 4.,,EDGAR A. WEBER & COMPANY,EDGAR A. WEBER & COMPANY,,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HARTLEY SOY SAUCE 4.5,,EDGAR A. WEBER & COMPANY,EDGAR A. WEBER & COMPANY,,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HARTLEY TEASWEET QT 3,,EDGAR A. WEBER & COMPANY,EDGAR A. WEBER & COMPANY,,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HARTLEY WORCESTER 4.5,,EDGAR A. WEBER & COMPANY,EDGAR A. WEBER & COMPANY,,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HARTLEY XTRA SOUR 3812,,EDGAR A. WEBER & COMPANY,EDGAR A. WEBER & COMPANY,,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HARTLY DIET LEMONADE,,EDGAR A. WEBER & COMPANY,EDGAR A. WEBER & COMPANY,,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HH ECON SWT TEA 11+1,,EDGAR A. WEBER & COMPANY,EDGAR A. WEBER & COMPANY,,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HRTLY BL CURACAO 4.75,,EDGAR A. WEBER & COMPANY,EDGAR A. WEBER & COMPANY,,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HRTLY BLDY MARY 4.75X7,,EDGAR A. WEBER & COMPANY,EDGAR A. WEBER & COMPANY,,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HRTLY BLUEBRRY P&W 4.5X4,,EDGAR A. WEBER & COMPANY,EDGAR A. WEBER & COMPANY,,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HRTLY COTTON CANDY 4.,,EDGAR A. WEBER & COMPANY,EDGAR A. WEBER & COMPANY,,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HRTLY DK CORN SRYP 4.5X4,,EDGAR A. WEBER & COMPANY,EDGAR A. WEBER & COMPANY,,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HRTLY GRENADINE 4.75X,,EDGAR A. WEBER & COMPANY,EDGAR A. WEBER & COMPANY,,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HRTLY LIME CORDL 4.75X7,,EDGAR A. WEBER & COMPANY,EDGAR A. WEBER & COMPANY,,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HRTLY LITE P&W 4.5X4,,EDGAR A. WEBER & COMPANY,EDGAR A. WEBER & COMPANY,,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HRTLY LT CORN SYRP 4.,,EDGAR A. WEBER & COMPANY,EDGAR A. WEBER & COMPANY,,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HRTLY MARGARITA BACK,,EDGAR A. WEBER & COMPANY,EDGAR A. WEBER & COMPANY,,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HRTLY MARGARITA FRNT,,EDGAR A. WEBER & COMPANY,EDGAR A. WEBER & COMPANY,,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HRTLY MTU PNK LEMONADE 3749,,EDGAR A. WEBER & COMPANY,EDGAR A. WEBER & COMPANY,,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HRTLY P COLADA BACK 2,,EDGAR A. WEBER & COMPANY,EDGAR A. WEBER & COMPANY,,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HRTLY P COLADA FRNT 3,,EDGAR A. WEBER & COMPANY,EDGAR A. WEBER & COMPANY,,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HRTLY PINA COLADA 4.5,,EDGAR A. WEBER & COMPANY,EDGAR A. WEBER & COMPANY,,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HRTLY PR BANANA BACK 2X4,,EDGAR A. WEBER & COMPANY,EDGAR A. WEBER & COMPANY,,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HRTLY PR BANANA FRNT 3X4,,EDGAR A. WEBER & COMPANY,EDGAR A. WEBER & COMPANY,,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HRTLY PR STRAWB BACK,,EDGAR A. WEBER & COMPANY,EDGAR A. WEBER & COMPANY,,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HRTLY PR STRAWB FRNT,,EDGAR A. WEBER & COMPANY,EDGAR A. WEBER & COMPANY,,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HRTLY PREM FRT PUNCH,,EDGAR A. WEBER & COMPANY,EDGAR A. WEBER & COMPANY,,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HRTLY PREM LEMONADE 3,,EDGAR A. WEBER & COMPANY,EDGAR A. WEBER & COMPANY,,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HRTLY PREM P&W 4.5X4,,EMERLING INTERNATIONAL,JOHN EMERLING,716-833-7381,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HRTLY PRM MANGO BACK,,EMILIO A. GARRIDO,EMILIO A. GARRIDO,0,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HRTLY PRM MANGO FRNT,,EVERGREEN,TOM GIRDNER,305-931-1321,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HRTLY RUM RUNNR BACK 2X4,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HRTLY RUM RUNNR FRNT 3X4,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HRTLY STRAWBRY P&W 4.5X4,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HRTLY SWEET TEA 11+1,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HRTLY TRIP SEC 4.75X7,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL HRTLY UNSWT TEA 11+1,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL IMIT VANILLA QTS 3 X,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL ITALIAN P&W H&H,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL JCEBURST 100% BLANK 3,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL KICKIN ICE BANANARAMA 5+1,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL KICKIN ICE BLANK 4.5,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL KICKIN ICE BLUE RAZZAMATAZ 5+1,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL KICKIN ICE CHERRILICIOUS 5+1,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL KICKIN ICE DREAMSICLE 5+1,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL KICKIN ICE KRAZY KOLADA 5+1,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL KICKIN ICE MANGO MADNESS 5+1,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL KICKIN ICE PEACHY KEEN 5+1,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL KICKIN ICE SCREAMIN STRAWBERRY 5+1,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL KICKIN ICE SOURGREEN 5+1,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL KICKIN ICE YELLIN MELON 5+1,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL KINGS TASTE BBQ 4/1 G,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL KINGS TASTE BBQ QT 3X,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL- LEMONADE MR. MARG,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL LUZIANNE TEA SWEET 3X,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL- MANGO MR. MARG,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL MAPLE P&W SYRUP 5% HARTLEY,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL MR MARG HURRICANE 3X4,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL MR MARG MARGARITA 3X4,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL MR MARG PINA COLADA 3X4,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL MR MARG STRAWBERRY 3X,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL NEUTRAL BASE HARTLEY,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL ORANGE 100% DP LEAHY,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL- PEACH MR. MARG,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL PREM P&W 12 OZ BACK,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL PREM P&W 12 OZ FRONT,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL RED DMD FRUZEN 100% 3,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL RED DMND BLANK 3X4,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL RED FOOD COLOR 3 X 4,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL ROYAL CUP BLANK 3 X 4,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL- RUM RUNNER MR. MARG,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL RYL CP SWEET N EZ QT,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL S&D APPLE 100% DP 1.5,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL S&D APPLE 100% DP BX,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL S&D CRAN 12% DP 1.5X4,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL S&D CRAN 12% DP BX 3X,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL S&D CRAN 4% BNB 3X4,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL S&D GRAPE 50% BNB 3X4,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL S&D LEMONADE BNB 3X4,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL S&D ORANGE 100% DP 1.,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
4/23/2014,LABEL S&D ORNGE 100% DP BX,,EXPRESS LABEL COMPANY,Sabrina,407-332-4774,0,,1,,RGK,4/28/2014
